study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA685111	SAMN17076466	SRX9706860	SRR13277042	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/042/SRR13277042/SRR13277042.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/042/SRR13277042	sample_output_QBB_4_TR1	
PRJNA685111	SAMN17076463	SRX9706857	SRR13277045	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/045/SRR13277045/SRR13277045.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/045/SRR13277045	sample_output_QBB_2_TR2	
PRJNA685111	SAMN17076474	SRX9706850	SRR13277052	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/052/SRR13277052/SRR13277052.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/052/SRR13277052	sample_output_QBB_8_TR1	
PRJNA685111	SAMN17076473	SRX9706849	SRR13277053	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/053/SRR13277053/SRR13277053.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/053/SRR13277053	sample_output_QBB_7_TR2	
PRJNA685111	SAMN17076472	SRX9706848	SRR13277054	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/054/SRR13277054/SRR13277054.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/054/SRR13277054	sample_output_QBB_7_TR1	
PRJNA685111	SAMN17076467	SRX9706861	SRR13277041	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/041/SRR13277041/SRR13277041.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/041/SRR13277041	sample_output_QBB_4_TR2	
PRJNA685111	SAMN17076464	SRX9706858	SRR13277044	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/044/SRR13277044/SRR13277044.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/044/SRR13277044	sample_output_QBB_3_TR1	
PRJNA685111	SAMN17076479	SRX9706855	SRR13277047	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/047/SRR13277047/SRR13277047.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/047/SRR13277047	sample_output_QBB_10_TR2	
PRJNA685111	SAMN17076470	SRX9706846	SRR13277056	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/056/SRR13277056/SRR13277056.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/056/SRR13277056	sample_output_QBB_6_TR1	
PRJNA685111	SAMN17076469	SRX9706863	SRR13277039	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/039/SRR13277039/SRR13277039.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/039/SRR13277039	sample_output_QBB_5_TR2	
PRJNA685111	SAMN17076468	SRX9706862	SRR13277040	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/040/SRR13277040/SRR13277040.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/040/SRR13277040	sample_output_QBB_5_TR1	
PRJNA685111	SAMN17076465	SRX9706859	SRR13277043	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/043/SRR13277043/SRR13277043.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/043/SRR13277043	sample_output_QBB_3_TR2	
PRJNA685111	SAMN17076462	SRX9706856	SRR13277046	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/046/SRR13277046/SRR13277046.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/046/SRR13277046	sample_output_QBB_2_TR1	
PRJNA685111	SAMN17076478	SRX9706854	SRR13277048	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/048/SRR13277048/SRR13277048.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/048/SRR13277048	sample_output_QBB_10_TR1	
PRJNA685111	SAMN17076477	SRX9706853	SRR13277049	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/049/SRR13277049/SRR13277049.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/049/SRR13277049	sample_output_QBB_9_TR2	
PRJNA685111	SAMN17076476	SRX9706852	SRR13277050	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/050/SRR13277050/SRR13277050.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/050/SRR13277050	sample_output_QBB_9_TR1	
PRJNA685111	SAMN17076475	SRX9706851	SRR13277051	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/051/SRR13277051/SRR13277051.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/051/SRR13277051	sample_output_QBB_8_TR2	
PRJNA685111	SAMN17076471	SRX9706847	SRR13277055	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/055/SRR13277055/SRR13277055.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/055/SRR13277055	sample_output_QBB_6_TR2	
PRJNA685111	SAMN17076461	SRX9706845	SRR13277057	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/057/SRR13277057/SRR13277057.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/057/SRR13277057	sample_output_QBB_1_TR2	
PRJNA685111	SAMN17076460	SRX9706844	SRR13277058	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/058/SRR13277058/SRR13277058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR132/058/SRR13277058	sample_output_QBB_1_TR1	
PRJNA688708	SAMN17185691	SRX9762212	SRR13335096	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13335096/SRR13335096.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/096/SRR13335096	sample_output_QBB_188_TR1	
PRJNA688708	SAMN17185372	SRX9762207	SRR13335102	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13335102/SRR13335102.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/002/SRR13335102	sample_output_QBB_28_TR2	
PRJNA688708	SAMN17185685	SRX9762205	SRR13335104	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13335104/SRR13335104.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13335104	sample_output_QBB_185_TR1	
PRJNA688708	SAMN17185684	SRX9762204	SRR13335105	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13335105/SRR13335105.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/005/SRR13335105	sample_output_QBB_184_TR2	
PRJNA688708	SAMN17185678	SRX9762198	SRR13335111	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13335111/SRR13335111.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13335111	sample_output_QBB_181_TR2	
PRJNA688708	SAMN17185371	SRX9762196	SRR13335113	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13335113/SRR13335113.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13335113	sample_output_QBB_28_TR1	
PRJNA688708	SAMN17185675	SRX9762194	SRR13335115	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13335115/SRR13335115.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13335115	sample_output_QBB_180_TR1	
PRJNA688708	SAMN17185670	SRX9762189	SRR13335120	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/020/SRR13335120/SRR13335120.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/020/SRR13335120	sample_output_QBB_177_TR1	
PRJNA688708	SAMN17185668	SRX9762187	SRR13335122	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13335122/SRR13335122.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/022/SRR13335122	sample_output_QBB_176_TR1	
PRJNA688708	SAMN17185667	SRX9762186	SRR13335123	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/023/SRR13335123/SRR13335123.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/023/SRR13335123	sample_output_QBB_176_TR2	
PRJNA688708	SAMN17185666	SRX9762073	SRR13335125	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/025/SRR13335125/SRR13335125.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/025/SRR13335125	sample_output_QBB_175_TR1	
PRJNA688708	SAMN17185470	SRX9762183	SRR13335126	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13335126/SRR13335126.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/026/SRR13335126	sample_output_QBB_77_TR1	
PRJNA688708	SAMN17185469	SRX9762182	SRR13335127	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/027/SRR13335127/SRR13335127.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/027/SRR13335127	sample_output_QBB_77_TR2	
PRJNA688708	SAMN17185468	SRX9762181	SRR13335128	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/028/SRR13335128/SRR13335128.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/028/SRR13335128	sample_output_QBB_76_TR2	
PRJNA688708	SAMN17185350	SRX9762179	SRR13335130	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/030/SRR13335130/SRR13335130.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/030/SRR13335130	sample_output_QBB_17_TR2	
PRJNA688708	SAMN17185465	SRX9762177	SRR13335132	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13335132/SRR13335132.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13335132	sample_output_QBB_75_TR1	
PRJNA688708	SAMN17185461	SRX9762173	SRR13335136	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13335136/SRR13335136.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13335136	sample_output_QBB_73_TR2	
PRJNA688708	SAMN17185458	SRX9762170	SRR13335139	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/039/SRR13335139/SRR13335139.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/039/SRR13335139	sample_output_QBB_71_TR2	
PRJNA688708	SAMN17185456	SRX9762167	SRR13335142	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13335142/SRR13335142.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/042/SRR13335142	sample_output_QBB_70_TR1	
PRJNA688708	SAMN17185455	SRX9762166	SRR13335143	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13335143/SRR13335143.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13335143	sample_output_QBB_70_TR2	
PRJNA688708	SAMN17185450	SRX9762161	SRR13335148	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13335148/SRR13335148.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/048/SRR13335148	sample_output_QBB_67_TR1	
PRJNA688708	SAMN17185449	SRX9762160	SRR13335149	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13335149/SRR13335149.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/049/SRR13335149	sample_output_QBB_67_TR2	
PRJNA688708	SAMN17185447	SRX9762158	SRR13335151	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13335151/SRR13335151.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/051/SRR13335151	sample_output_QBB_66_TR1	
PRJNA688708	SAMN17185348	SRX9762157	SRR13335152	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/052/SRR13335152/SRR13335152.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/052/SRR13335152	sample_output_QBB_16_TR1	
PRJNA688708	SAMN17185445	SRX9762155	SRR13335154	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/054/SRR13335154/SRR13335154.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/054/SRR13335154	sample_output_QBB_65_TR1	
PRJNA688708	SAMN17185443	SRX9762153	SRR13335156	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13335156/SRR13335156.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13335156	sample_output_QBB_64_TR2	
PRJNA688708	SAMN17185441	SRX9762151	SRR13335158	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13335158/SRR13335158.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13335158	sample_output_QBB_63_TR2	
PRJNA688708	SAMN17185440	SRX9762150	SRR13335159	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/059/SRR13335159/SRR13335159.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/059/SRR13335159	sample_output_QBB_62_TR2	
PRJNA688708	SAMN17185436	SRX9762148	SRR13335161	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13335161/SRR13335161.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/061/SRR13335161	sample_output_QBB_60_TR1	
PRJNA688708	SAMN17185438	SRX9762037	SRR13335162	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13335162/SRR13335162.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13335162	sample_output_QBB_61_TR2	
PRJNA688708	SAMN17186115	SRX9762139	SRR13335171	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13335171/SRR13335171.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13335171	sample_output_QBB_400_TR1	
PRJNA688708	SAMN17186114	SRX9762138	SRR13335172	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13335172/SRR13335172.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/072/SRR13335172	sample_output_QBB_399_TR2	
PRJNA688708	SAMN17186113	SRX9762137	SRR13335173	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13335173/SRR13335173.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/073/SRR13335173	sample_output_QBB_399_TR1	
PRJNA688708	SAMN17186109	SRX9762133	SRR13335177	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13335177/SRR13335177.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/077/SRR13335177	sample_output_QBB_397_TR1	
PRJNA688708	SAMN17186105	SRX9762128	SRR13335182	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13335182/SRR13335182.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/082/SRR13335182	sample_output_QBB_395_TR2	
PRJNA688708	SAMN17186104	SRX9762127	SRR13335183	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13335183/SRR13335183.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/083/SRR13335183	sample_output_QBB_394_TR2	
PRJNA688708	SAMN17186103	SRX9762126	SRR13335184	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13335184/SRR13335184.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13335184	sample_output_QBB_394_TR1	
PRJNA688708	SAMN17186125	SRX9762639	SRR13336027	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/027/SRR13336027/SRR13336027.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/027/SRR13336027	sample_output_QBB_405_TR2	
PRJNA688708	SAMN17186098	SRX9762121	SRR13335189	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13335189/SRR13335189.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/089/SRR13335189	sample_output_QBB_391_TR2	
PRJNA688708	SAMN17186096	SRX9762118	SRR13335192	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13335192/SRR13335192.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13335192	sample_output_QBB_390_TR1	
PRJNA688708	SAMN17186093	SRX9762115	SRR13335195	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13335195/SRR13335195.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/095/SRR13335195	sample_output_QBB_389_TR2	
PRJNA688708	SAMN17185891	SRX9762107	SRR13335203	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13335203/SRR13335203.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/003/SRR13335203	sample_output_QBB_288_TR1	
PRJNA688708	SAMN17185890	SRX9762106	SRR13335204	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13335204/SRR13335204.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13335204	sample_output_QBB_287_TR2	
PRJNA688708	SAMN17186121	SRX9762635	SRR13336031	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13336031/SRR13336031.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13336031	sample_output_QBB_403_TR1	
PRJNA688708	SAMN17185889	SRX9762105	SRR13335205	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13335205/SRR13335205.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/005/SRR13335205	sample_output_QBB_287_TR1	
PRJNA688708	SAMN17185394	SRX9762613	SRR13336053	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13336053/SRR13336053.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13336053	sample_output_QBB_39_TR2	
PRJNA688708	SAMN17185888	SRX9762104	SRR13335206	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13335206/SRR13335206.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13335206	sample_output_QBB_286_TR2	
PRJNA688708	SAMN17185899	SRX9762605	SRR13336061	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13336061/SRR13336061.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/061/SRR13336061	sample_output_QBB_292_TR2	
PRJNA688708	SAMN17185882	SRX9762097	SRR13335213	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13335213/SRR13335213.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13335213	sample_output_QBB_283_TR1	
PRJNA688708	SAMN17185896	SRX9762601	SRR13336065	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13336065/SRR13336065.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/065/SRR13336065	sample_output_QBB_290_TR1	
PRJNA688708	SAMN17185881	SRX9762096	SRR13335214	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/014/SRR13335214/SRR13335214.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/014/SRR13335214	sample_output_QBB_283_TR2	
PRJNA688708	SAMN17185690	SRX9762211	SRR13335098	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13335098/SRR13335098.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/098/SRR13335098	sample_output_QBB_187_TR1	
PRJNA688708	SAMN17185880	SRX9762095	SRR13335215	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13335215/SRR13335215.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13335215	sample_output_QBB_282_TR2	
PRJNA688708	SAMN17185687	SRX9762208	SRR13335101	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13335101/SRR13335101.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/001/SRR13335101	sample_output_QBB_186_TR1	
PRJNA688708	SAMN17185391	SRX9762091	SRR13335219	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/019/SRR13335219/SRR13335219.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/019/SRR13335219	sample_output_QBB_38_TR2	
PRJNA688708	SAMN17185686	SRX9762206	SRR13335103	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13335103/SRR13335103.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/003/SRR13335103	sample_output_QBB_185_TR2	
PRJNA688708	SAMN17185873	SRX9762087	SRR13335223	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/023/SRR13335223/SRR13335223.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/023/SRR13335223	sample_output_QBB_279_TR1	
PRJNA688708	SAMN17185683	SRX9762203	SRR13335106	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13335106/SRR13335106.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13335106	sample_output_QBB_184_TR1	
PRJNA688708	SAMN17185390	SRX9762080	SRR13335230	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/030/SRR13335230/SRR13335230.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/030/SRR13335230	sample_output_QBB_37_TR1	
PRJNA688708	SAMN17185682	SRX9762202	SRR13335107	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/007/SRR13335107/SRR13335107.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/007/SRR13335107	sample_output_QBB_183_TR2	
PRJNA688708	SAMN17185866	SRX9762079	SRR13335231	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13335231/SRR13335231.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13335231	sample_output_QBB_275_TR2	
PRJNA688708	SAMN17185680	SRX9762200	SRR13335109	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13335109/SRR13335109.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/009/SRR13335109	sample_output_QBB_182_TR1	
PRJNA688708	SAMN17185863	SRX9762076	SRR13335234	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13335234/SRR13335234.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/034/SRR13335234	sample_output_QBB_274_TR1	
PRJNA688708	SAMN17185679	SRX9762199	SRR13335110	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13335110/SRR13335110.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13335110	sample_output_QBB_182_TR2	
PRJNA688708	SAMN17185861	SRX9762074	SRR13335236	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13335236/SRR13335236.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13335236	sample_output_QBB_273_TR1	
PRJNA688708	SAMN17185677	SRX9762197	SRR13335112	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/012/SRR13335112/SRR13335112.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/012/SRR13335112	sample_output_QBB_181_TR1	
PRJNA688708	SAMN17185665	SRX9762072	SRR13335238	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/038/SRR13335238/SRR13335238.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/038/SRR13335238	sample_output_QBB_175_TR2	
PRJNA688708	SAMN17185676	SRX9762195	SRR13335114	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/014/SRR13335114/SRR13335114.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/014/SRR13335114	sample_output_QBB_180_TR2	
PRJNA688708	SAMN17185662	SRX9762069	SRR13335241	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/041/SRR13335241/SRR13335241.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/041/SRR13335241	sample_output_QBB_173_TR2	
PRJNA688708	SAMN17185674	SRX9762193	SRR13335116	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/016/SRR13335116/SRR13335116.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/016/SRR13335116	sample_output_QBB_179_TR1	
PRJNA688708	SAMN17185658	SRX9762065	SRR13335245	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/045/SRR13335245/SRR13335245.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/045/SRR13335245	sample_output_QBB_171_TR1	
PRJNA688708	SAMN17185673	SRX9762192	SRR13335117	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13335117/SRR13335117.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13335117	sample_output_QBB_179_TR2	
