id	filename	md5	size	state
0003cd83-38de-422b-b550-1f867bb511eb	SRX543488_D2GEUACXX_8_ATCACG_2.fastq.tar	5899c35755fd1820a43fd264b0bf398f	17672192000	validated
0015c735-80cf-4d12-9eed-1e38627a2b77	D1R07ACXX_8_TTAGGC.fastq.gz.tar	7b9080c729a480c3ff6ddec30c359d3c	13387345920	validated
001aa0da-c3d3-4bdb-85c4-291e5bbcd9a8	SRR2083191_C62L6ANXX_8_TAATCG.fastq.gz.tar	9aa94ba6cbf7459979abd67a7cef2adf	15032647680	validated
001e8287-5417-453e-9c08-c2cb9c6be18a	SRX547612_C3GHVACXX_3_AGTTCC_2.fastq.tar	444a52550de9f297e959739b54480bc8	14820833280	validated
00651191-9b77-4303-9efd-3c2b72949f95	SRX542518_C2PJTACXX_4_ACGATA_2.fastq.tar	7561a9ef1c4e4dd63454ca5f1662b796	15300403200	validated
0083fd5d-d693-4961-8ca6-db6cea75799d	SRX543432_C34U7ACXX_2_AAGCGA_2.fastq.tar	7a940b1ba26706e0e371b182acdf5574	20719790080	validated
00f5807e-c1da-4b61-852d-9d37540d6c2b	SRX543428_C34BWACXX_7_AGCGCT_2.fastq.tar	48a5bf14fcfc2d55dda8402d0a50d75f	22636369920	validated
01295fa6-52a2-47f9-af8d-a9a6526bb2a8	SRX535097_C34BUACXX_3_GGCACA_2.fastq.tar	c6f325ebe214b8758714ff005f2e6924	10008494080	validated
0139ae41-b2d7-4573-b2ea-b4ab8fa870cf	SRX547636_C34B8ACXX_6_CAGATC_2.fastq.tar	743c59426930326fe12fed7c74ebbb72	13138882560	validated
01632189-3a75-49c7-a816-2c20b4e0aaee	SRX541711_C3780ACXX_1_TGCCAT_2.fastq.tar	9fe6a81fdf0a350cb807c1490293cc8f	15580456960	validated
02a2161a-e7bf-4b4a-943c-dd312b93932f	C1T5UACXX_8_ATCCTA.fastq.gz.tar	12d23d0ad1a61962c9165d3aa62d47a6	14304880640	validated
02a31a3f-a01b-4832-b189-4ac1421a5086	SRX547624_C3GEJACXX_1_TTAGGC_2.fastq.tar	041dae684ef5683d24fdcee6875425e7	17463572480	validated
02cd9d0d-ce9d-4e71-b583-8164bbba51be	SRX467448_D1UP1ACXX_1_AGCGCT_2.fastq.tar	71f1d14ef695fa7c354b8d26406632fc	12850708480	validated
02e49216-dd81-4cad-969f-27b7e474c89b	SRX548881_C2EJBACXX_8_ACTGAT_2.fastq.tar	c2329345cfd386efae625f8a149d9ece	15334912000	validated
0355594c-124c-46ef-b90c-0f8b3a951a58	SRX547673_C31WAACXX_5_AACTTG_2.fastq.tar	0628cf9da95326e5e2d572e1053c8237	7954913280	validated
0378bbc1-3733-4f25-bae0-5722165b8c1e	SRX548922_C37FTACXX_8_TGACCA_2.fastq.tar	56fbfc572cc087cf782694867c8c5276	12190177280	validated
03a7fa0d-7572-4e6a-ae3c-113564a240a0	SRX543458_C3GF0ACXX_1_CTATAC_2.fastq.tar	152f340efb8052521ebc16e1e1b63a5e	12145541120	validated
03b72fb8-f58a-4595-bc24-0aa3e4da93fd	SRX541705_C3619ACXX_3_CCGTCC_2.fastq.tar	59900efbea874e5c280c33c305ab43f8	16283709440	validated
03eaedab-8e28-41eb-a50b-3c191077aa91	SRX543410_C3FG2ACXX_7_GACGGA_2.fastq.tar	62c09085cb797fb43930d176171572ae	10011893760	validated
043e26e8-239a-4441-8369-5e742b505d30	SRR2059687_C3THCACXX_7_ACTTGA.fastq.gz.tar	2af66ab3b325db42d64ee4dcbf74d6c3	9535057920	validated
0466f0a1-fe7a-449e-9f4f-cc7efee9f778	SRR1559112_Sample_NB2252tumor_T_C0N83ACXX.tar	25ef20d28bb7c1c66ebe82beeb05a854	15564298240	validated
0484553f-7778-42bd-8d06-ac34955f43e5	SRR2059686_C3RTTACXX_4_ACTTGA.fastq.gz.tar	04f45f635bdbc1e319c17dc9695df52a	9097400320	validated
048c5931-549f-4d0e-a7dd-5beebb4e7e2c	SRX535078_C34B7ACXX_3_TCGGCA_2.fastq.tar	e67380216c761ed869f459a28f14a35a	12225914880	validated
